"yearCombine","idPlayer","nameFirst","nameLast","namePlayer","slugPosition","heightWOShoesInches","heightWOShoes","weightLBS","wingspanInches","wingspan","reachStandingInches","reachStandingO","verticalLeapStandingInches","verticalLeapMaxInches","timeLaneAgility","timeThreeQuarterCourtSprint","repsBenchPress135","pctBodyFat","heightWShoesInches","heightWShoes","lengthHandInches","widthHandInches","timeModifiedLaneAgility","setSpot15CornerLeft","setSpot15BreakLeft","setSpot15TopKey","setSpot15BreakRight","setSpot15CornerRight","setSpot15CornerLeftCollege","setSpot15BreakLeftCollege","setSpot15TopKeyCollege","setSpot15BreakRightCollege","setSpot15CornerRightCollege","setSpot15CornerLeftNBA","setSpot15BreakLeftNBA","setSpot15TopKeyNBA","setSpotBreakRightNBA","setSpotCornerRightNBA","setSpot15CornerLeftMade","setSpot15CornerLeftAttempted","setSpot15CornerLeftPct","setSpot15BreakLeftMade","setSpot15BreakLeftAttempted","setSpot15BreakLeftPct","setSpot15TopKeyMade","setSpot15TopKeyAttempted","setSpot15TopKeyPct","setSpot15BreakRightMade","setSpot15BreakRightAttempted","setSpot15BreakRightPct","setSpot15CornerRightMade","setSpot15CornerRightAttempted","setSpot15CornerRightPct","setSpot15CornerLeftCollegeMade","setSpot15CornerLeftCollegeAttempted","setSpot15CornerLeftCollegePct","setSpot15BreakLeftCollegeMade","setSpot15BreakLeftCollegeAttempted","setSpot15BreakLeftCollegePct","setSpot15TopKeyCollegeMade","setSpot15TopKeyCollegeAttempted","setSpot15TopKeyCollegePct","setSpot15BreakRightCollegeMade","setSpot15BreakRightCollegeAttempted","setSpot15BreakRightCollegePct","setSpot15CornerRightCollegeMade","setSpot15CornerRightCollegeAttempted","setSpot15CornerRightCollegePct","setSpot15CornerLeftNBAMade","setSpot15CornerLeftNBAAttempted","setSpot15CornerLeftNBAPct","setSpot15BreakLeftNBAMade","setSpot15BreakLeftNBAAttempted","setSpot15BreakLeftNBAPct","setSpot15TopKeyNBAMade","setSpot15TopKeyNBAAttempted","setSpot15TopKeyNBAPct","setSpotBreakRightNBAMade","setSpotBreakRightNBAAttempted","setSpotBreakRightNBAPct","setSpotCornerRightNBAMade","setSpotCornerRightNBAAttempted","setSpotCornerRightNBAPct","setOffDrib15BreakLeft","setSpotOffDrib15TopKey","setOffDrib15BreakRight","setOnMove15","setOnMoveCollege","setOffDrib15BreakLeftMade","setOffDrib15BreakLeftAttempted","setOffDrib15BreakLeftPct","setSpotOffDrib15TopKeyMade","setSpotOffDrib15TopKeyAttempted","setSpotOffDrib15TopKeyPct","setOffDrib15BreakRightMade","setOffDrib15BreakRightAttempted","setOffDrib15BreakRightPct","setOnMove15Made","setOnMove15Attempted","setOnMove15Pct","setOnMoveCollegeMade","setOnMoveCollegeAttempted","setOnMoveCollegePct","setOffDribBreakLeftCollege","setOffDribTopKeyCollege","setOffDribBreakRightCollege","setOffDribBreakLeftCollegeMade","setOffDribBreakLeftCollegeAttempted","setOffDribBreakLeftCollegePct","setOffDribTopKeyCollegeMade","setOffDribTopKeyCollegeAttempted","setOffDribTopKeyCollegePct","setOffDribBreakRightCollegeMade","setOffDribBreakRightCollegeAttempted","setOffDribBreakRightCollegePct"
2006,12110.0,Eddy,Fobbs,Eddy Fobbs,C-PF,82.25,"6' 10.25''",235.2,90.75,"7' 6.75''",111.5,"9' 3.5''",29.5,34.0,11.53,3.2800000000000002,12.0,,83.25,"6' 11.25''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101213.0,Sharrod,Ford,Sharrod Ford,PF,79.25,"6' 7.25''",212.8,85.5,"7' 1.5''",106.0,"8' 10''",28.5,37.0,11.92,3.2,9.0,,80.25,"6' 8.25''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101112.0,Channing,Frye,Channing Frye,PF-C,81.5,"6' 9.5''",243.6,86.5,"7' 2.5''",110.5,"9' 2.5''",27.5,31.0,11.6,3.38,19.0,,82.5,"6' 10.5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101184.0,Deng,Gai,Deng Gai,PF-C,79.75,"6' 7.75''",214.0,88.5,"7' 4.5''",110.5,"9' 2.5''",31.5,35.5,12.51,3.27,11.0,,81.25,"6' 9.25''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101128.0,Francisco,Garcia,Francisco Garcia,SF-SG,77.75,"6' 5.75''",189.6,82.75,"6' 10.75''",103.0,"8' 7''",27.5,31.5,10.629999999999999,3.3299999999999996,5.0,,79.0,"6' 7''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,12111.0,John,Gilchrist,John Gilchrist,PG,73.25,"6' 1.25''",195.2,81.25,"6' 9.25''",96.5,"8' 0.5''",30.5,36.5,11.48,3.15,12.0,,74.5,"6' 2.5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101162.0,Marcin,Gortat,Marcin Gortat,PF-C,83.0,"6' 11''",225.2,87.5,"7' 3.5''",110.0,"9' 2''",29.5,36.0,11.48,3.3299999999999996,18.0,,84.0,"7' 0''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101121.0,Joey,Graham,Joey Graham,SF,77.25,"6' 5.25''",216.6,80.0,"6' 8''",104.0,"8' 8''",30.0,36.0,10.62,3.05,26.0,,78.5,"6' 6.5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101122.0,Danny,Granger,Danny Granger,"",79.5,"6' 7.5''",225.4,85.5,"7' 1.5''",103.0,"8' 7''",31.0,34.0,10.84,3.34,10.0,,80.5,"6' 8.5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101123.0,Gerald,Green,Gerald Green,SF,78.0,"6' 6''",192.0,81.75,"6' 9.75''",104.0,"8' 8''",31.5,39.0,11.2,3.21,7.0,,79.25,"6' 7.25''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101236.0,Charles,Hayes,Charles Hayes,SF-PF,77.5,"6' 5.5''",232.4,82.0,"6' 10''",104.5,"8' 8.5''",30.0,33.0,10.7,3.34,20.0,,78.75,"6' 6.75''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101129.0,Luther,Head,Luther Head,PG-SG,74.0,"6' 2''",178.8,77.25,"6' 5.25''",98.5,"8' 2.5''",31.5,38.5,11.12,3.21,14.0,,75.0,"6' 3''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101125.0,Julius,Hodge,Julius Hodge,SG-SF,78.0,"6' 6''",202.2,84.5,"7' 0.5''",107.5,"8' 11.5''",24.5,29.0,10.89,3.18,14.0,,79.0,"6' 7''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,12112.0,Jared,Homan,Jared Homan,C-PF,79.75,"6' 7.75''",248.2,85.25,"7' 1.25''",104.5,"8' 8.5''",,,,,16.0,,80.75,"6' 8.75''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101141.0,Ersan,Ilyasova,Ersan Ilyasova,SF,79.75,"6' 7.75''",208.8,85.25,"7' 1.25''",109.5,"9' 1.5''",22.0,30.0,11.59,3.56,2.0,,81.0,"6' 9''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101127.0,Jarrett,Jack,Jarrett Jack,PG,74.5,"6' 2.5''",197.6,79.5,"6' 7.5''",100.0,"8' 4''",26.0,28.5,10.870000000000001,3.24,5.0,,75.5,"6' 3.5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101204.0,Dwayne,Jones,Dwayne Jones,C-PF,80.5,"6' 8.5''",242.2,86.75,"7' 2.75''",108.5,"9' 0.5''",28.0,31.5,11.870000000000001,3.25,15.0,,82.0,"6' 10''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,12113.0,Mindaugas,Katelynas,Mindaugas Katelynas,SF-PF,79.5,"6' 7.5''",217.0,83.0,"6' 11''",105.5,"8' 9.5''",31.5,35.0,11.6,3.38,7.0,,80.5,"6' 8.5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,201318.0,Jason,Klotz,Jason Klotz,C-PF,80.5,"6' 8.5''",249.4,82.0,"6' 10''",107.5,"8' 11.5''",21.5,27.0,13.129999999999999,3.68,12.0,,81.75,"6' 9.75''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,-1.0,Carl,Krauser,Carl Krauser,PG-SG,71.5,"5' 11.5''",193.4,77.5,"6' 5.5''",98.5,"8' 2.5''",26.0,31.0,11.62,3.38,8.0,,72.75,"6' 0.75''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101247.0,Keith,Langford,Keith Langford,SG-SF,74.25,"6' 2.25''",203.2,81.0,"6' 9''",101.0,"8' 5''",32.0,29.5,11.38,3.23,8.0,,75.5,"6' 3.5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101135.0,David,Lee,David Lee,PF,79.75,"6' 7.75''",229.5,84.0,"7' 0''",106.5,"8' 10.5''",30.5,32.5,10.8,3.19,14.0,,81.0,"6' 9''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,12114.0,David,Lucas,David Lucas,PF,78.5,"6' 6.5''",233.4,84.0,"7' 0''",103.5,"8' 7.5''",,,,,17.0,,79.75,"6' 7.75''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101249.0,John,Lucas III,John Lucas III,PG,69.25,"5' 9.25''",154.4,72.0,"6' 0''",92.0,"7' 8''",29.0,34.0,10.44,3.14,4.0,,70.5,"5' 10.5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101185.0,Rawle,Marshall,Rawle Marshall,SG-SF,76.5,"6' 4.5''",186.6,85.0,"7' 1''",104.0,"8' 8''",30.5,37.0,11.639999999999999,3.21,7.0,,77.75,"6' 5.75''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101131.0,Jason,Maxiell,Jason Maxiell,PF,77.0,"6' 5''",257.6,87.25,"7' 3.25''",107.0,"8' 11''",,,,,,,78.25,"6' 6.25''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101118.0,Sean,May,Sean May,PF,79.0,"6' 7''",258.8,85.25,"7' 1.25''",105.0,"8' 9''",30.0,33.0,11.04,3.29,12.0,,80.5,"6' 8.5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101119.0,Rashad,McCants,Rashad McCants,SG,74.75,"6' 2.75''",201.0,82.75,"6' 10.75''",103.5,"8' 7.5''",32.5,34.5,10.39,3.11,15.0,,76.0,"6' 4''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,200829.0,Ivan,McFarlin,Ivan McFarlin,PF,77.5,"6' 5.5''",228.6,81.0,"6' 9''",105.5,"8' 9.5''",26.5,32.0,10.639999999999999,3.27,10.0,,78.75,"6' 6.75''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,12115.0,Juan,Mendez,Juan Mendez,PF-SF,77.25,"6' 5.25''",231.4,84.0,"7' 0''",106.5,"8' 10.5''",29.0,33.0,11.7,3.24,14.0,,78.75,"6' 6.75''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101223.0,Aaron,Miles,Aaron Miles,PG,72.0,"6' 0''",174.6,75.5,"6' 3.5''",94.0,"7' 10''",32.0,37.5,10.69,3.22,7.0,,73.5,"6' 1.5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,12116.0,Ellis,Myles,Ellis Myles,PF,78.0,"6' 6''",255.2,81.75,"6' 9.75''",105.5,"8' 9.5''",26.0,28.5,12.8,3.42,15.0,,79.25,"6' 7.25''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,12117.0,Larry,O'Bannon,Larry O'Bannon,SG,75.0,"6' 3''",196.0,78.0,"6' 6''",99.5,"8' 3.5''",31.5,36.5,11.44,3.18,17.0,,76.25,"6' 4.25''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,12118.0,Drago,Pasalic,Drago Pasalic,SF-PF,81.5,"6' 9.5''",238.8,83.75,"6' 11.75''",108.5,"9' 0.5''",25.0,30.5,12.12,3.48,11.0,,83.0,"6' 11''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101108.0,Chris,Paul,Chris Paul,PG,71.75,"5' 11.75''",178.0,76.25,"6' 4.25''",93.0,"7' 9''",32.0,38.0,11.09,3.22,10.0,,73.0,"6' 1''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,200819.0,Kevin,Pittsnogle,Kevin Pittsnogle,PF,81.25,"6' 9.25''",259.2,82.5,"6' 10.5''",106.0,"8' 10''",,,,,,,82.25,"6' 10.25''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101232.0,Roger,Powell,Roger Powell,SF,76.75,"6' 4.75''",218.6,83.5,"6' 11.5''",104.0,"8' 8''",,,,,,,78.0,"6' 6''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,201225.0,Carlos,Powell,Carlos Powell,SF-PF,77.25,"6' 5.25''",221.8,82.75,"6' 10.75''",105.0,"8' 9''",27.5,34.5,11.54,3.21,12.0,,78.75,"6' 6.75''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101179.0,Ronnie,Price,Ronnie Price,PG,72.75,"6' 0.75''",184.8,77.5,"6' 5.5''",96.5,"8' 0.5''",31.5,39.0,10.49,3.29,11.0,,74.25,"6' 2.25''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101194.0,Anthony,Roberson,Anthony Roberson,PG,72.75,"6' 0.75''",178.8,74.75,"6' 2.75''",95.0,"7' 11''",31.5,37.0,11.17,3.19,14.0,,74.5,"6' 2.5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,201575.0,Brandon,Rush,Brandon Rush,SG-SF,77.0,"6' 5''",211.4,83.25,"6' 11.25''",104.5,"8' 8.5''",32.5,35.0,11.33,3.3099999999999996,0.0,,78.5,"6' 6.5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101195.0,Luke,Schenscher,Luke Schenscher,C,83.75,"6' 11.75''",241.6,89.0,"7' 5''",111.5,"9' 3.5''",23.5,26.5,12.4,3.4699999999999998,1.0,,85.5,"7' 1.5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101134.0,Wayne,Simien,Wayne Simien,PF,79.25,"6' 7.25''",255.8,84.0,"7' 0''",107.0,"8' 11''",27.0,27.5,11.05,3.3499999999999996,11.0,,81.0,"6' 9''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,12120.0,Tre,Simmons,Tre Simmons,SG-SF,76.0,"6' 4''",194.2,79.5,"6' 7.5''",102.5,"8' 6.5''",27.0,31.5,10.8,3.18,3.0,,77.0,"6' 5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,12121.0,David,Simon,David Simon,C-PF,80.0,"6' 8''",258.8,87.5,"7' 3.5''",108.0,"9' 0''",28.0,33.0,11.98,3.44,18.0,,81.5,"6' 9.5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101147.0,Chris,Taft,Chris Taft,PF,80.5,"6' 8.5''",261.0,85.75,"7' 1.75''",109.0,"9' 1''",28.5,33.0,11.26,3.27,14.0,,81.5,"6' 9.5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,12122.0,Chris,Thomas,Chris Thomas,PG,71.75,"5' 11.75''",176.2,75.0,"6' 3''",95.0,"7' 11''",28.5,34.0,10.84,3.3299999999999996,14.0,,73.0,"6' 1''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,12119.0,Omar,Thomas,Omar Thomas,SF-SG,75.25,"6' 3.25''",200.0,80.0,"6' 8''",102.0,"8' 6''",25.0,29.5,11.11,3.27,6.0,,76.5,"6' 4.5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101159.0,Dijon,Thompson,Dijon Thompson,SF-SG,78.25,"6' 6.25''",195.8,81.75,"6' 9.75''",105.5,"8' 9.5''",,,,,,,80.0,"6' 8''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101142.0,Ronny,Turiaf,Ronny Turiaf,PF,80.0,"6' 8''",237.8,85.5,"7' 1.5''",106.5,"8' 10.5''",30.5,33.0,11.5,3.23,15.0,,81.25,"6' 9.25''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101111.0,Charlie,Villanueva,Charlie Villanueva,PF-SF,81.0,"6' 9''",236.6,84.25,"7' 0.25''",109.0,"9' 1''",26.0,31.0,10.860000000000001,3.3,11.0,,81.5,"6' 9.5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101124.0,Hakim,Warrick,Hakim Warrick,PF-SF,79.25,"6' 7.25''",215.0,86.0,"7' 2''",108.0,"9' 0''",33.0,38.0,,3.22,11.0,,80.5,"6' 8.5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101110.0,Martell,Webster,Martell Webster,SF,78.0,"6' 6''",229.6,83.0,"6' 11''",106.0,"8' 10''",28.0,30.5,11.39,3.3899999999999997,7.0,,79.5,"6' 7.5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101156.0,Robert,Whaley,Robert Whaley,PF-C,80.0,"6' 8''",269.4,86.0,"7' 2''",108.0,"9' 0''",28.5,33.5,12.11,3.25,15.0,,81.0,"6' 9''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101114.0,Deron,Williams,Deron Williams,PG,73.75,"6' 1.75''",202.4,78.25,"6' 6.25''",98.0,"8' 2''",30.0,35.0,10.83,3.25,15.0,,74.75,"6' 2.75''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101214.0,Jawad,Williams,Jawad Williams,SF,79.0,"6' 7''",218.0,85.25,"7' 1.25''",106.5,"8' 10.5''",28.0,34.0,11.39,3.23,15.0,,80.0,"6' 8''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101107.0,Marvin,Williams,Marvin Williams,PF-SF,79.0,"6' 7''",228.2,87.5,"7' 3.5''",108.0,"9' 0''",29.5,35.0,11.11,3.17,12.0,,80.25,"6' 8.25''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101152.0,Bracey,Wright,Bracey Wright,SG-PG,73.25,"6' 1.25''",186.8,82.0,"6' 10''",100.5,"8' 4.5''",30.0,36.0,11.58,3.27,8.0,,74.5,"6' 2.5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,101120.0,Antoine,Wright,Antoine Wright,SF-SG,77.25,"6' 5.25''",202.6,80.75,"6' 8.75''",104.5,"8' 8.5''",26.5,29.5,11.450000000000001,3.4099999999999997,12.0,,78.25,"6' 6.25''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12123.0,Kenny,Adeleke,Kenny Adeleke,PF-C,78.5,"6' 6.5''",250.0,82.25,"6' 10.25''",104.0,"8' 8''",28.5,30.5,11.57,3.4699999999999998,26.0,10.5,79.75,"6' 7.75''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,200772.0,Maurice,Ager,Maurice Ager,SG-PG,75.25,"6' 3.25''",203.0,79.75,"6' 7.75''",101.5,"8' 5.5''",29.5,35.0,11.729999999999999,3.22,11.0,8.0,76.5,"6' 4.5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,200746.0,LaMarcus,Aldridge,LaMarcus Aldridge,PF-C,82.0,"6' 10''",234.0,88.75,"7' 4.75''",110.0,"9' 2''",26.5,34.0,12.02,3.4299999999999997,8.0,8.7,83.25,"6' 11.25''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
